,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,4,3,7,20,8,22,9,2
51,0,0,0,0,0,0,0,0,0,41,32,289,38,697,57,195,57,48,27,51,113,119,120,116,21
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,31,110,539,426,159,6,28
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,31,144,56,6,50,170,25,65,107,121
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,4,3,7,71,8,9,2
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,4,3,7,14,8,22,9,6
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,19
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,90,68,216,57,48,27,25,31,35
60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,24,476,611,160,109,41,32,73,540,541
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,477,4,3,7,20,69,61
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,612,41,246,99,53,127,478,698
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,613,1,39,146,102,132,108,6,10,1
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,614,62,49,306,427,379,93,10,65,1
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,1,1,970,13,117,90,1,1248,67
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,31,2,105,12,66,188
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,8,3,7,20,21,58,40,266,971
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,542,811,16,23,543,9,51,74,76,185,21
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,237,196,54,24,3,7,58
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,112,1,1,1250,544,1,267,125,307
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,812,147,813,44,47,123,290
75,0,0,0,0,0,0,0,0,0,0,0,0,291,1251,1,972,157,73,124,428,79,429,430,87,616
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,141,133,52,50,6,29
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,201,545,1252,50,6,29
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,189,217,8,3,7,14,36,26,9,2
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,103,268,33,144,72,171,34,328,47,21
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,64,479,1
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,39,148,24,269,292,52,65,125,617,6
83,0,0,0,0,0,0,0,0,0,0,60,6,21,4,168,33,431,2,34,51,113,119,120,37,21
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,23,380,814,618,132,60,815
85,0,0,0,0,0,0,0,0,0,0,0,0,0,70,816,699,381,54,24,3,96,44,47,118,61
86,0,0,0,0,0,0,0,0,0,0,0,0,229,1253,382,112,700,9,72,89,51,74,76,116,21
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,77,85,112,27,173,134,84
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,223,81,270,111,30,50,121,29
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,480,32,973,1254,144,383,91,122,817
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,481,329,545,358,50,6
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,17,132,329,202,90,384,1255,125
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,180,432,109,6,56,6,29
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,167,249,31,2,385,112,6,1256,330,11
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1,112,700,103,974
95,0,0,0,0,0,0,0,0,0,0,0,156,975,1,359,1,1,1258,433,33,6,542,811,33,2
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,132,6,164,63,77,1
97,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,386,80,293,4,3,7,14,8,9,2
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,19
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,19
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1259,308,75,67,806,1260
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,819,4,3,46,20,8,22,9,6
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,49,203,1,157,73,102,83,194,84
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,482,56,1261,1,64,1,210,100
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,138,43,110,976,434,294,95,250,251,359
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
107,0,0,0,0,0,0,0,0,0,0,0,0,70,12,977,54,24,3,7,20,8,85,24,9,6
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,26,83,174,40,1,2
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,33,435,1,978,821,541,387,194,139
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,979,133,271,52,272,21,436
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,192,1263,182,437,6,230,28
112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,970,546,1,92,138,63,1,331,1,295,88
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1264,54,332,12,121,23,9,25,31,35
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,69,43,16,4,3,7,11
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,16,23,53,2,128,89,25,37,21
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,980,27,62,380,360,981,41,246,99,124
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1265,484,125,63,77,982,88,11
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,181,361,165,17,983,50,6
120,0,0,0,0,0,0,0,0,0,0,0,231,4,3,822,64,384,362,48,51,113,119,120,37,21
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,8,3,7,44,115,26,9,2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,619,32,4,3,7,2,1266,1,543,11
124,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,538,985,24,103,212,534,607,218,268,33,144
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218,172,154,33,426,159,49,485,309,108
126,0,0,0,0,0,0,0,0,0,0,0,0,43,110,823,62,57,195,381,75,32,389,35,1,72
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,204,224,986,486,1,327,1,1,218,2
128,0,0,0,0,0,0,0,0,0,0,0,0,0,149,273,333,487,1268,1,150,987,363,64,620,103
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,701,6,98,334,2,94,1269
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,1270,8,3,7,44,115,26,9,6
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,33,1,381,33,144
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,19
133,0,0,0,0,0,0,0,0,0,0,0,0,67,147,80,80,310,390,2,390,33,34,25,31,35
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,20,8,85,24,9,6,11
135,0,0,0,0,0,0,0,0,0,0,0,167,989,31,2,5,170,155,12,160,109,702,438,49,11
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,151,145,2
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,4,3,7,20,8,22,9,6
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,192,364,205,2,28
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,290,92,138,105,122,1,990
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
143,0,0,0,0,0,0,0,0,0,0,0,0,808,1,87,288,87,68,78,66,548,101,91,210,147
144,0,0,0,0,0,0,0,0,0,0,0,0,0,391,92,703,309,824,196,489,196,89,129,53,194
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,104,825,1,1271,280,23,62,60,125
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,172,490,52,991,6,28
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,33,1,38,250,35,392,1,1,1
149,0,0,0,0,0,0,0,0,0,0,0,0,1,145,3,46,2,72,171,34,51,74,76,37,21
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1272,549,54,24,3,7,20,8,9,2
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,621,1,231,55,622,1,696,281
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,65,8,826,176,43,16,68,46,2
153,0,0,0,0,0,0,0,0,0,0,1,1273,1,72,393,827,4,40,20,4,384,992,26,264,2
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,29,12
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,117,75,323,27,128,89,328,47,21
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,18
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,993,147,4,16,23,394,53,232,127
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,18
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,427,379,4,3,7,20,8,22,9,2
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,98,23,166,2,56,2,29
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,991,111,30,56,6
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,204,52,154,33,100,6,56,6,29
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,4,3,7,14,8,22,9,2
164,0,0,0,0,0,0,0,0,262,263,994,993,1274,92,335,43,121,40,252,36,26,9,40,160,2
165,0,0,0,0,0,0,0,0,0,0,0,0,225,220,206,168,1,132,250,2,168,1275,251,705,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,1276,491,62,2,50,2
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,141,133,226,233,624,6,227,1277,1278,11
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,995,26,1,2,8,310,1
169,0,0,0,0,0,0,0,0,0,0,0,0,41,32,439,23,168,431,2,34,51,74,76,37,21
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,112,469,66,109,425,49,50,2
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,245,996,997,356,23,100,53,126
172,0,0,0,0,0,0,0,0,0,0,1,274,145,67,68,46,6,30,92,311,99,176,33,435,11
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,207,52,62,136,159,2,28
174,0,0,0,0,0,0,0,0,0,0,0,0,140,52,141,133,47,36,998,5,12,6,12,238,11
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,551,4,3,7,20,8,22,9,6
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,1280,64,1281,999,34,51,74,76,185,21
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,136,159,6,28,12
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,20,8,85,24,9,2
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,253,39,1,88,609,492,617,160,312,29
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,202,336,17,692,180,85,112,6
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,14,8,22,9,2
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,239,4,3,46,2,40,43,16,11
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,828,4,3,7,20,69,61
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,47,1,282,84,829,75,24,103,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,378,93,62,440,536,1,217,291
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,19
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,552,270,240,166,65,6,28
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
189,0,0,0,0,0,0,0,0,0,0,0,1,254,151,1282,283,35,23,2,34,51,74,76,37,21
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,706,237,196,4,3,96,20,40,43,16
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,2,830,106,831,626
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,4,3,7,1,99,1283,2,241,11
193,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,8,3,7,183,44,115,26,9,6,11
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,42,10,19
195,0,0,0,0,0,0,0,0,0,0,0,0,1,832,1284,1,3,96,44,115,26,94,118,159,1
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,162,441,1285,64,16,337
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,338,177,1,1,164,53,60,126
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,137,833,694,131,1,2
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,18
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,265,39,6,62,209,39,144
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,249,326,249,66,442,1,1,31,6,224
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,552,270,100,111,30,56,121,29
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1286,1,1,1,1000,834,396,2
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,1287,64,479,101,67,25,65,5,1288
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,131,97,213,6,61,707,708,241
207,0,0,0,0,0,0,0,0,0,0,0,0,0,239,4,190,16,23,164,627,152,151,296,81,11
208,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1001,63,209,95,30,68,78,66,397,311,339
209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,703,47,1289,1,16,311,1002,494,1,151,823
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,167,140,52,6,28,12,238,11
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,297,255,383,94,100,53,194,21,126
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,4,3,7,14,8,22,9,2
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1003,1,710,5,307
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,398,4,3,7,71,8,9,2
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,42,10,19
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,547,1270,4,3,7,20,8,9,2
217,0,0,0,0,0,0,0,0,0,0,0,0,399,313,628,64,16,23,3,216,44,36,26,835,836
218,0,0,0,0,0,0,0,0,0,0,0,0,0,86,189,217,4,3,7,20,8,85,24,9,2
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,4,3,7,14,40,71,107,16,11
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,14,69,61
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,226,233,5,49,15,251,971,11
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,3,7,14,8,22,9,2,11
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,42,10,19
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,8,3,7,14,36,26,9,2
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,93,711,62,125,242,366,1,1
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1290,1,86,400,169,105,122,30,197
227,0,0,0,0,0,0,0,0,0,0,0,0,0,837,189,217,4,3,7,20,8,85,24,9,6
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,147,362,1,1,446,401,93
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,46,14,8,22,9,2,11
231,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,82,64,402,553,63,68,78,66,109,11
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,80,25,65,5,68,27
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,8,3,7,14,36,26,9,2
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,80,193,4,554,153,20,183,2
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,127,23,838,1,1,280,49
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
239,0,0,0,0,0,0,0,0,70,12,403,60,1,1,361,1005,57,48,27,51,113,119,120,116,21
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,1,1,1,81,839,334,54,24,1291
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,18
243,0,0,0,0,0,0,0,0,0,0,0,0,26,83,4,16,23,107,137,25,1292,47,7,11,142
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,121,1007,1,1,1293
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
246,0,0,0,0,0,0,0,0,0,0,0,0,41,32,73,8,712,40,30,47,107,384,555,337,11
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,4,3,7,20,8,22,9,2
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,6,5,10,82,6,340,11
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5,16,177,1008,182,629,341,1294
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,42,10,19
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,270,240,221,2,29,50,2
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,841,1,178,40,14,107,16
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,59,1,1009,44,181,16,97,1010
254,0,0,0,0,0,0,0,0,0,0,0,102,83,93,163,324,1,1,1,714,630,85,631,1011,1012
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,1,842,67,78,843,64,16,20,165
256,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1297,131,443,12,356,160,1298,1,1,2,1
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,18
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,404,8,68,46,44,107,16
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,3,46,275,115,26,22,94,114
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,19
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,632,8,3,7,14,2,107,16,23
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,67,270,1013,6,28
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,82,144,134,553,11
