,title,label
32,SKT 1분기 영업익 4천324억원…5G 100만명 상승 (종합2보),1
33,"""견조한 성장 기대"" JW중외제약, 1분기 영업익 141억…전년比 44.5% 상승 ",1
34,"[줌인 이종목] KT, 약세장에 高배당 눈에 띄네",3
35,"애경산업, 1분기 영업익 78억원…전년비 2% 증가",1
36,카페24 1분기 영업손실 118억원…적자 확대,0
37,정유사 '빅4' 1분기 역대급 실적…고유가에 정제마진 초강세 영향(종합),1
38,라이프스타일 가전업체 '루메나' 사모펀드와 손잡았다,3
39,"KB증권, 'KB able 인플레파이터랩' 판매 개시",3
40,한전기술 1분기 영업손실 45억원…적자 전환,0
41,클래시스 1분기 영업이익 167억원…53.3% 증가,1
42,"GS칼텍스, 1분기 영업이익 1조812억원…분기 역대 최대",1
43,지난밤 美증시 충격에 코스피 2600선 붕괴 마감,0
44,씨에스윈드 1분기 영업이익 85억원…73.2% 감소,0
45,"""애들 적금 깨서 몰빵했는데, 후회중""…개미 삼전 '줍줍' LG 시총 맞먹었다",3
46,키움증권 1분기 영업이익 2천132억원…작년 동기 대비 38.6% 하락 ,0
47,원익홀딩스 1분기 영업이익 91억원…66.4% 줄어,3
48,[코스닥] 4.70p(0.55%) 내린 856.14(장종료),0
49,"[코스피] 14.25p(0.55%) 내린 2,596.56(장종료)",0
50,GS 1분기 영업이익 1조2천427억원…작년 동기 대비 75.9% 상승 (종합),1
51,애경산업 1분기 영업이익 78억원…작년 동기 대비 2% 상승 ,1
52,GS 1분기 영업이익 1조2천427억원…작년 동기 대비 75.9% 상승 ,1
53,현대백화점 1분기 영업이익 889억원…작년 동기 대비 36.7% 상승 (종합),1
54,현대백화점 1분기 영업이익 889억원…작년 동기 대비 36.7% 상승 ,1
55,현대백화점 1분기 영업이익 889억원…작년 동기 대비 36.7% 상승 (종합),1
56,현대백화점 1분기 영업이익 889억원…작년 동기 대비 36.7% 상승 ,1
57,쌍용양회 1분기 영업이익 4억5천만원…작년 동기 대비 98.6% 하락 ,0
58,AP시스템 1분기 영업이익 115억원…작년 동기보다 5.7% 하락 ,0
59,美 IPO시장도 '찬바람'…쿠팡·로빈후드 공모가보다 70% 이상 하락 ,0
60,SPC삼립 1분기 영업이익 136억원…작년동기보다 30.1% 상승 ,1
61,"대우조선해양건설, 1045억 원 규모 충북 옥천 공동주택 수주",3
62,"""테슬라 대항마 맞아?"" 리비안, 고점 대비 87% 폭락",0
63,"""파트론, 신사업 부문 고른 성장""...저점매수는 DSR무관 골드스탁 상품으로",1
64,"엔케이맥스, 美 ASGCT 학회서 슈퍼NK 효능 구두발표",3
65,"트위터 인수 머스크 ""EU 디지털 콘텐츠 규제안 준수할 것""",3
66,"미국 7대 빅테크 시총, 사흘만에 1조달러 이상 증발",0
67,"""LS일렉트릭, 수주 잔고 확대""...비중확대는 DSR무관 야호스탁 상품으로",3
68,SKT 1분기 영업익 4천324억원…작년 동기 대비 15.55% 상승 (종합),1
69,연준 긴축 등에 4월 채권발행 69.8조원으로 감소(종합),0
70,"""원익IPS, 매분기 성장 모멘텀 기대""...대비는 DSR무관 골드스탁 재원으로",1
71,연준 긴축 등에 4월 채권발행 69.8조원으로 감소,0
72,교직원공제회 기금운용부문 전문인력 채용,3
73,NHN 1분기 적자 전환…영업이익 작년 대비 38.2% 하락 (종합2보),0
74,SK텔레콤 1분기 영업이익 4천324억원…작년 동기 대비 15.6% 상승 ,1
75,"SKC, 올해 1분기 매출 1조원 돌파…분기 사상 최초(종합)",3
76,"""LG전자, B2B 사업 변화 긍정적""...투자는 DSR무관 야호스탁 자금으로",1
77,美증시 폭락에…코스피 시총 상위주 줄줄이 약세,0
78,SKC 1분기 영업이익 1천330억원…작년 동기 대비 57.6% 상승 ,1
79,"코스피, 장 초반 2600선 붕괴…장중 연중 최저치",0
80,"""삼성SDS, IT서비스 부문 고성장""...선점은 DSR무관 골드스탁 자금으로",1
81,"증권가 ""CJ제일제당 바이오 사업 강세…목표주가 상향""",1
82,"[코스피] 20.68p(0.79%) 내린 2,590.13(개장)",0
83,[코스닥] 12.76p(1.48%) 내린 848.08(개장),0
84,NHN 1분기 영업이익 155억원…작년 동기 대비 38.2% 하락 (종합),0
85,"비트코인, 3만1000달러선 붕괴…""다음 지지선은 2만4000달러""",0
86,골드만삭스 S&P500 3600까지 하락 전망…모건스탠리는 3460까지도 경고,3
87,KG스틸 1분기 영업이익 959억원…97.7% 증가(종합),1
88,NHN 1분기 영업이익 155억원…작년 대비 38.2% 하락 ,0
89,KG스틸 1분기 영업이익 959억원…작년 동기 대비 97.7% 상승 ,1
90,NHN한국사이버결제 1분기 영업이익 85억원…작년 대비 6.5% 하락 ,0
91,"스태그플레이션공포에 S&P 500지수 4,000선 붕괴…나스닥 4.3% 하락 (종합)",0
92,"나스닥 4.3% 폭락…S&P 500, 1년여 만에 4000선 붕괴",0
93,"뉴욕증시, 폭락장 재연…S&P500지수, 4,000 하향 돌파 마감",0
94,"S&P 500, 1년여 만에 4,000선 붕괴…나스닥 4.3% 하락 ",0
95,"뉴욕증시, 국채금리 상승에 하락세로 출발",0
96,코스피 닷새째 내려 연중최저 '털썩'…美 긴축 충격에 경기침체 공포 겹쳐,0
97,"증권가 ""붐&쇼크 펀드 개발""…서학개미 ""월요일이 기다려진다""",3
98,"오기석 크래프트 홍콩법인장, ""성장주 편식 서학개미들에 필수적인 지표""",3
99,매경·크래프트 '붐&쇼크지수' Q&A,3
100,"'시가총액 100조 증발 사건'…삼성 SK, 이것에 당했다",0
101,美연준 '시장 달래기' 불구…국내 증시 투자심리 악화,3
102,"""원스토어, 성장 가능성 커 예정대로 상장…흑자전환 목표""",1
103,'핵심 원자재' 리튬 가격 하락에…2차전지 양극재 생산업체 주목,0
104,SK케미칼 1분기 영업이익 487억원…작년 동기 대비 40.5% 하락 (종합),0
105,주식서 재미 못 본 서학개미들...채권 ETF 담으며 위안 삼는다,3
106,"美, 레버리지·인버스 규제나서나…현실화땐 국내 증권사도 후폭풍",3
107,"BGF리테일, 순익 63.5% 증가",1
108,금방 회복될 줄 알았는데...믿던 여행주에 발등 찍혔다,3
109,현대홈쇼핑 1분기 영업이익 363억원…작년 동기 대비 18.2% 하락 ,0
110,[해외주식 포커스] 원격의료 기업 텔라닥 주가 올해 65% 급락,3
111,'신한TRF OCIO솔루션펀드' 출시,3
112,CJ제일제당 1분기 영업이익 13.1% 증가…바이오사업 128% 상승 (종합),1
113,"코스피, 외국인·기관 매도 공세에 2610선 후퇴",0
114,SK케미칼 1분기 영업이익 487억원…작년 동기 대비 40.5% 하락 ,0
115,웹젠 1분기 영업익 작년 대비 40.3% 감소…'뮤' 이외 IP 부진(종합),0
116,메가스터디교육 1분기 영업이익 255억원…작년 대비 98.1% 상승 ,1
117,"HK이노엔, 1분기 영업이익 42억원…67.5% 감소(종합)",0
118,롯데렌탈 1분기 영업이익 43% 상승 …장기렌터카-중고차 사업 호실적,1
119,CJ대한통운 1분기 영업이익 757억원…작년 동기 대비 57.2% 상승 ,1
120,BGF리테일 1분기 영업이익 378억원…작년 동기 대비 75% 상승 (종합),1
121,롯데쇼핑 1분기 영업익 11.2% 증가한 687억원…마트 실적 개선(종합),1
122,CJ제일제당 1분기 영업이익 4천357억원…작년 동기 대비 13.1% 상승 ,1
123,'첼시 인수' 벽 높았지만…'잃은 건 없다'는 하나금투,3
124,웹젠 1분기 영업이익 223억원…작년 동기 대비 40.3% 하락 ,0
125,BGF리테일 1분기 영업이익 378억원…전년 동기보다 75% 늘어,3
126,HK이노엔 1분기 영업이익 42억원…67.5% 하락 ,0
127,"'반도체 디자인 솔루션' 가온칩스, 기관 수요예측 흥행",3
128,BGF리테일 1분기 영업이익 378억원…작년 동기 대비 75% 상승 ,1
129,롯데쇼핑 1분기 영업이익 687억원…작년 동기 대비 11.2% 상승 ,1
130,[코스닥] 23.38p(2.64%) 내린 860.84(장종료),0
131,"[코스피] 33.70p(1.27%) 내린 2,610.81(장종료)",0
132,"대우조선해양건설, 임원인사 단행…장세웅, 신용구 각자대표이사 취임",3
133,"""남궁훈 평생 최저임금 받을 판""…카카오 주주들 분통",0
134,"KB증권, 초부유층 전담관리 조직 'GWS본부' 신설",3
135,SK네트웍스 1분기 영업이익 433억원…63.9% 증가(종합),1
136,"광주은행, 펀드 가입 고객에게 최대 5만원 문화상품권",1
137,"삼정사랑나눔회, 법적 사각지대 틈새가정에 의료·주거비 지원",3
138,SK네트웍스 1분기 영업이익 433억원…작년 동기 대비 63.9% 상승 ,1
139,한섬 1분기 영업이익 591억원…작년 동기 대비 30.7% 상승 ,1
140,"하나금융투자, 하나은행 홍콩 계열사 인수 추진",3
141,"원스토어 ""SK쉴더스 상장 철회 여파 없어…5월 코스피 입성""",3
142,케어젠 1분기 영업이익 84억원…작년 동기 대비 7.9% 상승 ,1
143,증시 구원투수 나선 연기금도 물렸다…어떤 종목 사들였나,3
144,"""외인 통신3사 집중 매수""...저점매수는 DSR무관 골드스탁 재원으로",1
145,"태림페이퍼 이달 코스피 상장…""글로벌 친환경 포장재기업 목표""",3
146,"""두산, 전자BG 높은 성장세 지속""...대비는 DSR무관 골드스탁 상품으로",3
147,"코스피, 장중 낙폭 확대…1% 넘게 밀려 두 달 만에 최저",0
148,"'차량 탁송, 물류 서비스 플랫폼' 로드윈휴먼, 시리즈C 175억원 투자 유치",3
149,"약세장, 박세익이 말한다 투자 족집게 강의 모음집",3
150,"유안타증권 ""하나투어·F&F 등 코스피200 편입 예상""",3
151,"""한국금융지주, IB 부문 실적 선전""...투자는 DSR무관 야호스탁 자금으로",3
152,"코스피, 외인·기관 매도에 약세 출발…2,630대 등락(종합)",0
153,"""대한항공, 미주·유럽 노선 빠른 회복""...선점은 DSR무관 골드스탁 자금으로",3
154,"군인공제회·한화시스템, 국내 최초 방산 벤처투자펀드 결성",3
155,"코스피 하락 출발…2,630대",0
156,"[코스피] 10.19p(0.39%) 내린 2,634.32(개장)",0
157,[코스닥] 3.88p(0.44%) 내린 880.34(개장),0
158,돈버는 서학개미 첫걸음…월요일엔 '붐&쇼크지수' 챙겨본다,3
159,'테슬라 족집게' 명성…토종 인공지능 핀테크,3
160,"70여개 美 시장지표, AI가 분석…투자 위험 한발앞서 경고",0
161,AI가 美증시 투자위험 조기 경보…韓기술로 만든 '공포지수' 나왔다,3
162,시들해진 ESG…관련회사채 발행 급감,3
163,"우리자산, 채권형ETF 출시…""국채 금리 곧 정점""",3
164,전자상거래株 하락에도 전통 유통株는 끄떡없네,0
165,유통시장 지각변동에 리츠 수익률 '희비'…새로운 트렌드 '주목',3
166,"SK에코플랜트, 청주 폐기물社 2천억에 인수",3
167,하락장에 혼자 웃은 저변동 ETF,0
168,"과거 금리 인상기 업종별 주가…車 상승, 보험·통신은 떨어져",1
169,美증시 흔들리자 금·에너지로 돈 몰린다…1~4월 504억달러 순유입,3
170,부품 공급난·우크라 리스크에도…대장주 애플은 달릴까,3
171,빅스텝 시기엔 B2B가 답…석유시추·광섬유·첨단소재株 담아라,3
172,우린 안중에도 없나…중복 상장에 뿔난 카겜 주주들,3
173,뉴욕증시 도망치는 투자자들 '방어주 vs 고배당주' 저울질,3
174,24만8500원→9만7100원…카카오페 주주들 악소리,3
175,"""대통령도 속수무책"" 文 '뉴딜펀드' 수익률-17%",3
176,CPI·국채금리·연준 발언에 변동성 지속,3
177,"증시에 긴축 한파…주식 거래대금, 코로나 초기 수준으로 급감",3
178,코스피 중·대형주 급락 속 소형주 '나홀로 상승',1
179,"코스닥 시총 1위자리 굳힌다…에코프로비엠, 증권가 목표가 상승 ",1
180,"美증시, 4월고용 보고서에 하락…나스닥 1.40% 하락 ",0
181,주식투자도 망친 美 빅테크 기업들…1분기 총 22조원 손실,3
182,"뉴욕증시, 4월 고용 보고서에 하락 출발",0
183,금주 연기금이 집중 매집중인 테마와 주도주 분석,3
184,"우리자산·마이다스에셋, 올해 국민연금 주식 위탁운용사로 선정",3
185,삼성전자·SK하이닉스 부진 속…소부장은 '훨훨',0
186,"'빅스텝'에 코스피 내렸지만…""저평가 매력에 낙폭 제한적""",3
187,수소법 개정안 통과 기대감에…관련주 '급반등' 보여,1
188,"코스피, 외국인 기관 쌍끌이 매도에 1.23% 하락 ",0
189,시진핑 제로코로나 천명 속 中증시 급락…상하이지수 2.16% 하락 ,0
190,"[코스피] 33.06p(1.23%) 내린 2,644.51(장종료)",0
191,"[코스피] 33.06p(1.23%) 내린 2,644.51(장종료)",0
192,[코스닥] 15.84p(1.76%) 내린 884.22(장종료),0
193,"미래에셋證, 미국주식 거래정보 무료제공",3
194,원익IPS 1분기 영업이익 220억원…9.2% 감소,0
195,"NH證, '함께하는 마을 만들기' 농촌 일손돕기",3
196,"'설명가능 인공지능' 인이지, 초기 투자 유치 성공",3
197,"""KT 주가, 5~6월 한 단계 상승""...추가 매입은 DSR무관 골드스탁 상품으로",1
198,'24만5700원→7만4000원' 지하까지 추락한 종목,3
199,"""수출 관련주, 가격 경쟁력 강화""...비중확대는 DSR무관 야호스탁 자금으로",3
200,"""증시 당분간 급등락 불가피…코스피 2,600선서 지지력 테스트""",3
201,"""코오롱인더, 산업자재·패션 안정적 실적""...대비는 DSR무관 골드스탁 재원으로",3
202,"사람인, 1분기 역대 최대 실적…온라인 기업설명회(IR) 개최",1
203,"증권가 ""한국금융지주, 업계 불황에도 1분기 기대 이상 성과""",1
204,"""롯데정보통신, 그룹사와 시너지 기대""...투자는 DSR무관 야호스탁 상품으로",1
205,미국증시 폭락 여파…코스피 1%대 하락 출발,0
206,"증권가 ""카카오 성장 눈높이 낮춰라""…목표주가 줄하향",0
207,"'1조 대어' SK쉴더스, 수요예측 참패에 결국 상장 철회",3
208,"""HMM, 1분기 사상 최대 영업익""...선점은 DSR무관 골드스탁 자금으로",1
209,"[코스피] 26.68p(1.00%) 내린 2,650.89(개장)",0
210,[코스닥] 11.52p(1.28%) 내린 888.54(개장),0
211,연준 빅스텝 후폭풍에 뉴욕증시 일제히 폭락…나스닥 4.99% 하락 ,0
212,"뉴욕증시, FOMC 후폭풍·금리 급등에 폭락…나스닥 4.99% 하락 마감",0
213,"뉴욕증시, FOMC 소화·국채금리 급등에 하락세로 출발",0
214,"마스턴리츠, 기관 수요예측 '흥행'…리츠株 역대 최고 경쟁률",1
215,금리 충격 비껴가자 증시 안도…車·반도체 단기랠리 주목,3
216,"갈곳 잃은 자금, CD금리·단기채 ETF에 몰려…지수투자 늘어",3
217,차이나전기차 ETF 추락…미래에셋운용 긴급 진화 나섰다,3
218,2차전지 셀·장비주로 눈 돌려볼까,3
219,머스크도 노린다…배터리 소재 '리튬 3형제'를 주목하라,3
220,"""물가 부추긴다""…파월, 中봉쇄 리스크 첫 언급",3
221,"""스타트업 키우자"" 증권사 투자은행 직접투자 '봇물'",3
222,'모그룹 의존도 낮춰 체질개선' 투자회수 성적표는 엇갈려,3
223,K헬스케어 유망주 '메디트' 2년만에 기업가치 5배,3
224,LG전자 투자받은 '레메디' 상장 추진,3
225,"어린이가 좋아하는 OO, 관련주 올해 92% 올랐다",3
226,상반기 농식품펀드 1천395억원 조성…작년보다 245억원 상승 ,1
227,'1조짜리 IPO 대어' SK쉴더스 공모에 安 소환된 이유,3
228,"""5월엔 주식 팔고 떠나라""…월가 격언, 이번엔 맞을까",3
229,"신한금융, 3천억원 규모 '신기술투자조합 2호' 조성",3
230,"[MK라씨로] 기관은 아모그린텍, 외국인은 지투파워 담아",3
231,"""땡큐 파월""…0.75%p 금리인상 일축에 뉴욕증시 3% 안팎 급등(종합)",3
232,"뉴욕증시, 파월 발언에 안도 랠리…나스닥 3.19% 상승 마감",1
233,"""0.75%p 금리인상 고려안해"" 파월 발언에 뉴욕증시 3% 안팎 급등",3
234,"뉴욕증시, FOMC 결과 주시하며 혼조세로 출발",3
235,건물주의 꿈 '리츠'가 대신 이뤄드립니다,3
236,"한국투자증권, 지난해 사상 최대 실적…순이익 1조4502억원",1
237,"""얘야, 부자되거라"" '삼성전자' 주식 사주는 부모들",3
238,집콕 특수 사라지니…생활가전 제조사 목표주가 '뚝',3
239,금리 상승 우려에 회사채 가뭄…증권사 수수료수익 13% 하락,0
240,금호석화 1분기 영업이익 27% 감소,0
241,공매도 비중 10% 넘는 종목 4월 주가 살펴보니…,0
242,동원산업 1분기 영업이익 853억원…작년 동기 대비 25.2% 상승 ,1
243,SK쉴더스 수요예측 흥행부진…'공모가 낮추기' 승부수 띄우나,0
244,S&P500기업 실적부진때 주가 평균 2.9% 하락,0
245,"오스템임플란트 거래 재개됐지만…미래에셋 매도, 타임폴리오는 유지",0
246,"폴라리스세원, 2백50억원 주주배정 유상증자 결정",3
247,GS리테일 1분기 영업이익 27.2% 감소…매출은 23.7% 증가(종합),0
248,"대한항공, 1분기 영업익 7천884억원…코로나 뚫고 역대 최대(종합)",1
249,삼성전자 미성년 주주 1년새 3배 상승 …35만명 넘어,1
250,"대한항공, 1분기 영업익 7천884억원…작년보다 533% 상승 역대 최대",1
251,파크시스템스 1분기 영업이익 5억9천만원…작년 대비 56.1% 하락 ,0
252,"코오롱글로벌, 1분기 영업이익 577억원…작년 동기 대비 23.3% 상승 ",1
253,"코스피, 美FOMC 경계감에 하락…2677.57 마감",0
254,"에코프로비엠, 실적 호전 기대에 목표가 상승 …'연고점' 경신(종합2보)",1
255,GS리테일 1분기 영업이익 273억원…작년 동기 대비 27.2% 하락 ,0
256,한국투자증권 1분기 영업이익 2천884억원…작년 대비 31.9% 하락 ,0
257,한국금융지주 1분기 영업이익 3천381억원…작년 대비 30.3% 하락 ,0
258,[코스닥] 7.51p(0.83%) 내린 900.06(장종료),0
259,지누스 1분기 영업이익 283억원…작년 동기 대비 13.1% 상승 ,1
260,"[코스피] 2.89p(0.11%) 내린 2,677.57(장종료)",0
261,프랭클린템플턴 한국 대표…김태희 전 MSCI 대표 선임,3
262,금호석화 1분기 영업이익 작년 대비 27% 하락 …코로나 특수 줄어(종합),0
263,"금감원장 ""투자조합 연루 불공정거래 엄정 대응""…10건 조사 중",3
264,"디와이디, 국내1호 건설사 삼부토건 지분·경영권 전격 인수",3
265,"EV수성, 트럭과 버스 등 상용 전기차 출고 본격화…고유가 행진에 수요 급증",3
266,"""아빠! 투자 이렇게 해요"" 소년개미, 어른수익률 훌쩍",3
267,금호석유화학 1분기 영업이익 4천491억원…작년 대비 26.7% 하락 ,0
268,'자녀에게 주식 선물하세요'…삼성증권 주식 선물하기 서비스,3
269,"코오롱플라스틱, 1분기 매출 1천240억원…분기 최대 실적",1
270,"""파트론, 카메라모듈 실적 개선""...대비는 DSR무관 골드스탁 자금으로",3
271,"카카오, 1분기 매출 1조6천517억원…작년 동기 대비 31% 상승 (종합2보)",1
272,"한국투자증권, 업계 첫 미국 주식 옵션거래 서비스",3
273,토스증권 '주식 선물하기' 10만건 돌파…삼성전자 선물 인기,3
274,"""하나머티리얼즈, 고품질 제품 확대""...투자는 DSR무관 야호스탁 상품으로",3
275,"한투증권 ""부모보다 '소년 개미' 수익률 높아…장기투자 덕""",3
276,"카카오 인건비율 1년새 8%포인트 상승 …""IT기업 인건비 부담 가중""",1
277,"""저평가·실적개선 제약주 주목""...선점은 DSR무관 골드스탁 상품으로",3
278,"증권가, 하이브 목표주가 조정 엇갈려…장 초반 약세(종합)",3
279,"""F&F, 3분기 영업환경 정상화""...대비는 DSR무관 야호스탁 자금으로",3
280,"""에코프로비엠 실적호전 기대…목표가 최고 73만원""(종합)",1
281,KCC 1분기 영업이익 1천494억원…작년 동기 대비 93.1% 상승 ,1
282,"SK증권 ""카카오페이, 4분기 연속 영업적자 계속…목표가 하향""",0
283,"증권가, 카카오게임즈 목표가 줄하향…""지배주주순이익 비중 하락 """,0
284,"미국 FOMC 발표 앞두고 원/달러 환율 하락세…1,260원 안팎",0
285,"코스피, 장 초반 2,690선 안팎 오름세…FOMC 경계(종합)",3
286,"“11분기 연속 매출 성장”…직영중고차 케이카, 1분기 매출 5575억원",3
287,"""롯데칠성, 2분기도 호실적 예상""...투자는 DSR무관 골드스탁 재원으로",3
288,"한투증권 ""하이브, 본업·신사업 다각화되는 2분기 주목""",3
289,"한국투자 ""에코프로비엠 실적호전 기대…목표가 73만원""",1
290,"코스피 상승 출발…2,700선 회복 시도",1
291,"[코스피] 9.99p(0.37%) 오른 2,690.45(개장)",1
292,[코스닥] 3.59p(0.40%) 오른 911.16(개장),1
293,"넷플릭스, 아마존 등 기술주 충분히 싸졌다! 이제는 오를까 [5분 주식]",3
294,"넷플릭스, 아마존 등 기술주 충분히 싸졌다! 이제는 오를까 [5분 주식]",3
295,"IBK투자증권 ""LIG넥스원 수주 호조…목표가 상향""",1
296,"카카오, 1분기 매출 1조6517억원, 영업이익 1587억원",3
297,"네오리진, 뮤조이 싱가포르 지분 100% 인수…매출 2배 늘 듯",3
298,"카카오, 1분기 매출 1조6천517억원…작년 동기 대비 31% 상승 (종합)",1
299,카카오 1분기 영업이익 1천587억원…작년 동기 대비 0.7% 상승 ,1
300,"""미성년자, 해외주식 투자비중 성인 2.5배…나스닥 ETF 많아""",3
301,작년 신용등급 하락 기업 58곳…상승보다 많아,0
302,"美증시, FOMC 앞두고 이틀째 반등…다우 0.2% 상승 ",1
303,"뉴욕증시, FOMC 경계 속에 혼조세로 출발",3
304,"마윈 체포설에 알리바바 주가 한때 10% 폭락…""85년생 IT회사원""(종합)",0
305,SK쉴더스에 들어가야 하나...공모주 고평가 논란 재점화,3
306,"美긴축에 경기 둔화…기관, 현금 확보나서",3
307,코스피 PER 1년새 반토막…中·태국보다 저평가,3
308,오버행 발목 잡힌 카카오페이…장중 한때 신저가,3
309,악재 뚫고 1분기 '깜짝 실적' 자동차株 2분기도 달린다,3
310,"힘 받은 원전, 힘 빠진 건설…희비 엇갈리는 정책 수혜株",3
311,[1분기 주요 상장사 실적] 두산 영업익 전년비 30% 감소,0
312,"KB자산운용, '2030년 업계 1위' 비전 선포",3
313,"死월 증시 이미 겪어…""5월에 팔아라"" 이번엔 다를까",3
314,"""줍줍 기회"" vs ""고도성장 끝나""…기술주 '바닥 논쟁'",3
315,"[줌인 이종목] 롯데칠성, 경기회복 수혜주로 부각",3
316,"음식물 데이터 업체 누비랩, 카카오헬스케어와 손잡다",3
317,"""혹시 마윈 체포된거 아냐""…알리바바 주가 장중 10%폭락, 사실은?",0
318,두산 1분기 영업이익 29.7% 하락 …자회사 실적개선에 매출은 17% 상승 (종합),0
319,심텍 1분기 영업이익 839억원…작년 동기 대비 447.9% 상승 ,1
320,"삼전 소폭 상승…코스피, 美FOMC 앞두고 약보합",1
321,두산 1분기 영업이익 1천878억원…작년 동기 대비 29.7% 하락 ,0
322,티케이지휴켐스 1분기 영업이익 354억원…작년 대비 25.4% 상승 ,1
323,[코스닥] 5.75p(0.64%) 오른 907.57(장종료),1
324,"[코스피] 6.99p(0.26%) 내린 2,680.46(장종료)",0
325,코오롱인더 1분기 영업이익 639억원…작년 동기 대비 11.1% 하락 (종합),0
326,동원시스템즈 1분기 영업이익 190억원…작년 동기 대비 13.5% 상승 ,1
327,"NH투자증권, 고객자산 보호 지표 '대시보드' 운영",3
328,코오롱인더 1분기 영업이익 639억원…작년 동기 대비 11.1% 하락 ,0
329,"""마윈이 체포됐다고?""…알리바바 주가 한때 9.4% 폭락",0
330,하이브 1분기 영업이익 370억원…작년 동기 대비 62.7% 상승 ,1
331,"해외주식 실시간 거래 도입…한투증권, '미니스탁' 새단장",3
332,"하나금융투자, 하나 밀리언달러 통장서 '미국 주식 거래' 가능",3
333,"KIC, 투자 부문 경력직 채용",3
334,"암호화폐 투자사 하이퍼리즘, 1000억 규모 펀드 조성 완료",3
335,"하이투자증권, 국내주식 및 ETF 적립식 매수 서비스 오픈",1
336,"코스피 1% 오를 때 37% 급등…증권가 ""이 종목 사라""",3
337,"""마윈 잡혀간 거 아냐"" 불안에 알리바바 주가 한때 10% 폭락",0
338,"금감원, 환매중단 사모펀드·IPO 배정실태 집중 검사",3
339,"""SK이노, 정제마진 수혜 지속""...비중확대는 DSR무관 골드스탁 재원으로",3
340,"코스피, 7일만에 장중 2,700선 회복…외국인 순매수 전환",1
341,"""현대글로비스, 4분기 연속 최대 실적""...선점은 DSR무관 야호스탁 상품으로",1
342,코나아이 1분기 영업이익 147억원…66.9% 증가,1
343,"코스피 PER 11.1배로 반토막…""이익 증가에도 주가 약세""",1
344,"""호텔신라, 긴 호흡으로 접근 필요""...대비는 DSR무관 골드스탁 상품으로",3
345,카카오게임즈 1분기 영업익 169.7% 상승 …'오딘'이 매출 견인(종합),1
346,"하나금융투자, 하나은행 연계 미국 주식 거래 서비스 도입",3
347,"증권가, F&F 목표가 하향 조정…""중국 봉쇄에 매출 급감""",0
348,"하이투자증권, 국내주식·ETF 적립식 매수 서비스 개시",1
349,"한국투자증권, 1주 단위 해외주식 실시간 거래 서비스 제공",3
350,"""맥쿼리인프라, 도로자산 성과개선""...투자는 DSR무관 야호스탁 자금으로",3
351,"이노진, 중소벤처부 지원 국책과제 최종 선정",3
352,"코스피, 장 초반 2,690대 보합권서 눈치보기(종합)",3
353,원익QnC 1분기 영업이익 340억원…작년보다 70.6% 상승 ,1
